
time 00h 29m 07s, episodes 1380, frames 343000, mean epr 1.57, run loss 0.91
time 00h 29m 12s, episodes 1385, frames 344000, mean epr 1.58, run loss 1.02
time 00h 29m 17s, episodes 1388, frames 345000, mean epr 1.63, run loss 1.31
time 00h 29m 22s, episodes 1392, frames 346000, mean epr 1.64, run loss 1.36
time 00h 29m 27s, episodes 1395, frames 347000, mean epr 1.59, run loss 0.82
time 00h 29m 32s, episodes 1398, frames 348000, mean epr 1.61, run loss 0.48
time 00h 29m 37s, episodes 1402, frames 349000, mean epr 1.63, run loss 1.18
time 00h 29m 42s, episodes 1407, frames 350000, mean epr 1.63, run loss 0.84
time 00h 29m 47s, episodes 1410, frames 351000, mean epr 1.63, run loss 0.93
time 00h 29m 52s, episodes 1413, frames 352000, mean epr 1.65, run loss 0.82
time 00h 29m 58s, episodes 1419, frames 353000, mean epr 1.69, run loss 1.05
time 00h 30m 02s, episodes 1421, frames 354000, mean epr 1.66, run loss 0.77
time 00h 30m 07s, episodes 1425, frames 355000, mean epr 1.67, run loss 0.77
time 00h 30m 12s, episodes 1427, frames 356000, mean epr 1.68, run loss 1.00
time 00h 30m 18s, episodes 1431, frames 357000, mean epr 1.68, run loss 0.68
time 00h 30m 23s, episodes 1437, frames 358000, mean epr 1.69, run loss 0.89
time 00h 30m 27s, episodes 1440, frames 359000, mean epr 1.67, run loss 0.62
time 00h 30m 33s, episodes 1444, frames 360000, mean epr 1.68, run loss 0.74
time 00h 30m 38s, episodes 1447, frames 361000, mean epr 1.68, run loss 0.77
time 00h 30m 43s, episodes 1451, frames 362000, mean epr 1.65, run loss 0.68
time 00h 30m 48s, episodes 1456, frames 363000, mean epr 1.63, run loss 0.71
time 00h 30m 54s, episodes 1459, frames 364000, mean epr 1.64, run loss 1.05
time 00h 30m 59s, episodes 1460, frames 365000, mean epr 1.64, run loss 1.14
time 00h 31m 03s, episodes 1465, frames 366000, mean epr 1.69, run loss 1.43
time 00h 31m 09s, episodes 1471, frames 367000, mean epr 1.67, run loss 0.88
time 00h 31m 14s, episodes 1474, frames 368000, mean epr 1.69, run loss 1.16
time 00h 31m 19s, episodes 1475, frames 369000, mean epr 1.70, run loss 1.19
time 00h 31m 24s, episodes 1479, frames 370000, mean epr 1.70, run loss 1.10
time 00h 31m 29s, episodes 1483, frames 371000, mean epr 1.73, run loss 1.30
time 00h 31m 35s, episodes 1490, frames 372000, mean epr 1.73, run loss 1.39
time 00h 31m 40s, episodes 1492, frames 373000, mean epr 1.73, run loss 1.17
time 00h 31m 50s, episodes 1498, frames 375000, mean epr 1.72, run loss 1.29
time 00h 31m 55s, episodes 1502, frames 376000, mean epr 1.71, run loss 1.29
time 00h 32m 00s, episodes 1509, frames 377000, mean epr 1.71, run loss 1.64
time 00h 32m 05s, episodes 1511, frames 378000, mean epr 1.71, run loss 1.30
time 00h 32m 11s, episodes 1516, frames 379000, mean epr 1.69, run loss 1.23
time 00h 32m 15s, episodes 1518, frames 380000, mean epr 1.71, run loss 1.32
time 00h 32m 21s, episodes 1521, frames 381000, mean epr 1.69, run loss 0.99
time 00h 32m 26s, episodes 1527, frames 382000, mean epr 1.68, run loss 1.06
time 00h 32m 31s, episodes 1527, frames 383000, mean epr 1.68, run loss 1.06
time 00h 32m 37s, episodes 1532, frames 384000, mean epr 1.72, run loss 1.15
time 00h 32m 41s, episodes 1535, frames 385000, mean epr 1.72, run loss 0.89
time 00h 32m 46s, episodes 1542, frames 386000, mean epr 1.73, run loss 1.24
time 00h 32m 52s, episodes 1545, frames 387000, mean epr 1.69, run loss 0.88
time 00h 32m 57s, episodes 1548, frames 388000, mean epr 1.75, run loss 1.48
time 00h 33m 02s, episodes 1551, frames 389000, mean epr 1.70, run loss 1.06
time 00h 33m 07s, episodes 1555, frames 390000, mean epr 1.70, run loss 0.87
time 00h 33m 12s, episodes 1561, frames 391000, mean epr 1.69, run loss 1.31
time 00h 33m 18s, episodes 1566, frames 392000, mean epr 1.68, run loss 1.41
time 00h 33m 22s, episodes 1568, frames 393000, mean epr 1.68, run loss 1.35
time 00h 33m 28s, episodes 1570, frames 394000, mean epr 1.66, run loss 1.38
time 00h 33m 34s, episodes 1577, frames 395000, mean epr 1.69, run loss 1.55
time 00h 33m 39s, episodes 1581, frames 396000, mean epr 1.65, run loss 1.16
time 00h 33m 45s, episodes 1584, frames 397000, mean epr 1.64, run loss 1.08
time 00h 33m 49s, episodes 1588, frames 398000, mean epr 1.60, run loss 0.42
time 00h 33m 55s, episodes 1592, frames 399000, mean epr 1.57, run loss 0.54
time 00h 33m 59s, episodes 1596, frames 400000, mean epr 1.64, run loss 1.22
time 00h 34m 04s, episodes 1599, frames 401000, mean epr 1.63, run loss 1.17
time 00h 34m 10s, episodes 1605, frames 402000, mean epr 1.56, run loss 0.30
time 00h 34m 15s, episodes 1609, frames 403000, mean epr 1.64, run loss 1.11
time 00h 34m 20s, episodes 1611, frames 404000, mean epr 1.63, run loss 0.90
time 00h 34m 25s, episodes 1614, frames 405000, mean epr 1.59, run loss 0.61
time 00h 34m 30s, episodes 1617, frames 406000, mean epr 1.59, run loss 0.60
time 00h 34m 35s, episodes 1626, frames 407000, mean epr 1.65, run loss 1.24
time 00h 34m 41s, episodes 1630, frames 408000, mean epr 1.64, run loss 1.41
time 00h 34m 45s, episodes 1633, frames 409000, mean epr 1.61, run loss 1.09
time 00h 34m 51s, episodes 1635, frames 410000, mean epr 1.64, run loss 1.14
time 00h 34m 56s, episodes 1637, frames 411000, mean epr 1.62, run loss 0.72
time 00h 35m 01s, episodes 1643, frames 412000, mean epr 1.64, run loss 1.41
time 00h 35m 06s, episodes 1647, frames 413000, mean epr 1.64, run loss 1.11
time 00h 35m 12s, episodes 1653, frames 414000, mean epr 1.61, run loss 0.71
time 00h 35m 16s, episodes 1657, frames 415000, mean epr 1.63, run loss 0.93
time 00h 35m 21s, episodes 1658, frames 416000, mean epr 1.62, run loss 0.99
time 00h 35m 26s, episodes 1661, frames 417000, mean epr 1.63, run loss 1.07
time 00h 35m 31s, episodes 1664, frames 418000, mean epr 1.63, run loss 0.91
time 00h 35m 36s, episodes 1668, frames 419000, mean epr 1.64, run loss 1.28
time 00h 35m 42s, episodes 1674, frames 420000, mean epr 1.65, run loss 1.41
time 00h 35m 46s, episodes 1679, frames 421000, mean epr 1.65, run loss 1.09
time 00h 35m 51s, episodes 1681, frames 422000, mean epr 1.68, run loss 1.37
time 00h 35m 56s, episodes 1684, frames 423000, mean epr 1.67, run loss 1.21
time 00h 36m 01s, episodes 1690, frames 424000, mean epr 1.60, run loss 0.56
time 00h 36m 06s, episodes 1694, frames 425000, mean epr 1.63, run loss 0.66
time 00h 36m 12s, episodes 1699, frames 426000, mean epr 1.66, run loss 0.79
time 00h 36m 16s, episodes 1704, frames 427000, mean epr 1.62, run loss 0.39
time 00h 36m 22s, episodes 1705, frames 428000, mean epr 1.61, run loss 0.41
time 00h 36m 27s, episodes 1709, frames 429000, mean epr 1.60, run loss 0.57
time 00h 36m 27s, episodes 1709, frames 429000, mean epr 1.60, run loss 0.57
time 00h 36m 31s, episodes 1711, frames 430000, mean epr 1.61, run loss 0.52
time 00h 36m 36s, episodes 1717, frames 431000, mean epr 1.60, run loss 0.45
time 00h 36m 42s, episodes 1721, frames 432000, mean epr 1.62, run loss 0.45
time 00h 36m 47s, episodes 1724, frames 433000, mean epr 1.64, run loss 0.82
time 00h 36m 52s, episodes 1729, frames 434000, mean epr 1.62, run loss 0.39
time 00h 36m 57s, episodes 1732, frames 435000, mean epr 1.64, run loss 0.66
time 00h 37m 02s, episodes 1735, frames 436000, mean epr 1.65, run loss 0.81
