time, episodes, frames, mean-epr, run-loss
00h-27m-26s, 12896, 4840000, 11.91, -6.31
00h-27m-38s, 12916, 4850000, 12.22, -5.78
00h-27m-50s, 12924, 4860000, 12.48, -6.93
00h-28m-02s, 12942, 4870000, 12.43, -5.87
00h-28m-15s, 12957, 4880000, 12.34, -6.60
00h-28m-26s, 12972, 4890000, 12.10, -7.31
00h-28m-39s, 12986, 4900000, 12.01, -7.81
00h-28m-51s, 13000, 4910000, 12.01, -7.91
00h-29m-03s, 13010, 4920000, 12.01, -7.57
00h-29m-15s, 13026, 4930000, 12.03, -7.91
00h-29m-27s, 13039, 4940000, 12.37, -6.61
00h-29m-40s, 13054, 4950000, 12.18, -7.15
00h-29m-52s, 13066, 4960000, 12.37, -6.58
00h-30m-16s, 13094, 4980000, 12.61, -6.13
00h-30m-27s, 13106, 4990000, 12.92, -6.23
00h-30m-40s, 13115, 5000000, 12.98, -6.54
00h-30m-52s, 13132, 5010000, 13.23, -6.39
00h-31m-05s, 13142, 5020000, 13.26, -6.07
00h-31m-16s, 13157, 5030000, 13.43, -7.28
00h-31m-29s, 13173, 5040000, 13.39, -7.21
00h-31m-41s, 13183, 5050000, 13.18, -7.58
00h-31m-53s, 13195, 5060000, 13.53, -7.33
00h-32m-05s, 13211, 5070000, 13.97, -6.59
00h-32m-18s, 13220, 5080000, 13.90, -6.11
00h-32m-30s, 13232, 5090000, 13.92, -6.01
00h-32m-42s, 13247, 5100000, 13.75, -6.39
00h-32m-54s, 13257, 5110000, 13.66, -6.64
00h-33m-06s, 13272, 5120000, 13.98, -6.04
00h-33m-18s, 13282, 5130000, 14.13, -6.13
00h-33m-30s, 13299, 5140000, 13.97, -6.96
00h-33m-44s, 13311, 5150000, 13.90, -6.80
00h-33m-56s, 13324, 5160000, 13.91, -7.09
00h-34m-08s, 13332, 5170000, 13.99, -6.52
00h-34m-20s, 13347, 5180000, 14.06, -7.00
00h-34m-33s, 13362, 5190000, 14.02, -7.45
00h-34m-44s, 13374, 5200000, 13.84, -7.47
00h-34m-56s, 13391, 5210000, 13.82, -7.13
00h-35m-08s, 13402, 5220000, 13.52, -8.26
00h-35m-20s, 13411, 5230000, 13.61, -7.21
00h-35m-33s, 13424, 5240000, 14.07, -6.92
00h-35m-45s, 13436, 5250000, 14.35, -6.27
00h-35m-58s, 13449, 5260000, 14.62, -6.37
00h-35m-58s, 13449, 5260000, 14.62, -6.37
00h-36m-10s, 13459, 5270000, 14.67, -7.24
00h-36m-23s, 13468, 5280000, 14.63, -7.35
00h-36m-34s, 13484, 5290000, 15.39, -5.84
00h-36m-47s, 13495, 5300000, 15.41, -6.20
00h-36m-59s, 13508, 5310000, 15.67, -5.67
00h-37m-12s, 13521, 5320000, 15.70, -6.69
00h-37m-24s, 13531, 5330000, 15.75, -7.37
00h-37m-37s, 13542, 5340000, 15.88, -7.32
00h-37m-48s, 13557, 5350000, 16.63, -6.18
00h-38m-02s, 13565, 5360000, 16.39, -6.51
00h-38m-13s, 13581, 5370000, 16.01, -6.84
00h-38m-26s, 13592, 5380000, 16.00, -6.67
00h-38m-38s, 13603, 5390000, 16.15, -5.63
00h-38m-50s, 13616, 5400000, 16.21, -6.04
00h-39m-02s, 13629, 5410000, 15.92, -6.58
00h-39m-15s, 13639, 5420000, 15.85, -7.01
00h-39m-26s, 13655, 5430000, 15.83, -7.07
00h-39m-39s, 13664, 5440000, 15.97, -6.88
00h-39m-51s, 13675, 5450000, 16.19, -5.99
00h-40m-04s, 13692, 5460000, 16.28, -6.65
00h-40m-16s, 13701, 5470000, 16.07, -7.26
00h-40m-28s, 13709, 5480000, 16.25, -7.22
00h-40m-53s, 13734, 5500000, 16.76, -6.86
00h-41m-05s, 13745, 5510000, 16.95, -6.49
00h-41m-17s, 13758, 5520000, 17.07, -6.71
00h-41m-30s, 13767, 5530000, 17.08, -6.91
00h-41m-42s, 13780, 5540000, 17.00, -8.34
00h-41m-54s, 13791, 5550000, 16.95, -7.94
00h-42m-07s, 13804, 5560000, 17.08, -7.44
00h-42m-19s, 13815, 5570000, 17.38, -6.29
00h-42m-32s, 13828, 5580000, 17.34, -6.82
00h-42m-57s, 13850, 5600000, 17.17, -7.06
00h-43m-10s, 13856, 5610000, 17.04, -6.88
00h-43m-20s, 13872, 5620000, 17.34, -6.28
00h-43m-33s, 13884, 5630000, 17.69, -6.75
00h-43m-46s, 13893, 5640000, 17.68, -7.23
00h-43m-57s, 13904, 5650000, 17.67, -7.31
00h-44m-09s, 13918, 5660000, 18.09, -6.99
00h-44m-22s, 13925, 5670000, 17.90, -7.12
00h-44m-33s, 13942, 5680000, 17.84, -6.07
00h-44m-45s, 13951, 5690000, 17.85, -6.88
00h-44m-58s, 13964, 5700000, 17.35, -7.17
00h-45m-11s, 13975, 5710000, 17.50, -7.16
00h-45m-23s, 13985, 5720000, 17.75, -6.53
00h-45m-35s, 13999, 5730000, 17.85, -6.10
00h-45m-47s, 14011, 5740000, 17.79, -6.79
00h-46m-01s, 14022, 5750000, 17.32, -7.56
00h-46m-12s, 14034, 5760000, 17.33, -7.24
00h-46m-24s, 14039, 5770000, 17.65, -7.20
00h-46m-36s, 14056, 5780000, 17.64, -7.44
00h-46m-48s, 14067, 5790000, 17.75, -6.62
00h-47m-01s, 14075, 5800000, 17.74, -6.80
00h-47m-13s, 14092, 5810000, 17.66, -6.69
00h-47m-24s, 14100, 5820000, 17.57, -6.55
00h-47m-37s, 14109, 5830000, 18.05, -7.18
00h-47m-49s, 14123, 5840000, 18.21, -7.55
00h-48m-02s, 14130, 5850000, 18.50, -7.46
00h-48m-13s, 14144, 5860000, 18.51, -7.88
00h-48m-26s, 14156, 5870000, 18.86, -7.03
00h-48m-38s, 14166, 5880000, 19.15, -6.75
00h-48m-50s, 14174, 5890000, 19.03, -7.34
00h-49m-03s, 14187, 5900000, 18.99, -8.08
00h-49m-15s, 14195, 5910000, 19.55, -7.33
00h-49m-28s, 14209, 5920000, 19.47, -7.31
00h-49m-39s, 14219, 5930000, 19.96, -7.45
00h-49m-51s, 14228, 5940000, 20.29, -6.81
00h-50m-03s, 14243, 5950000, 20.05, -7.52
00h-50m-15s, 14249, 5960000, 20.35, -6.54
00h-50m-27s, 14259, 5970000, 20.47, -6.88
00h-50m-39s, 14270, 5980000, 20.44, -6.21
00h-50m-52s, 14279, 5990000, 20.51, -7.36
00h-51m-03s, 14293, 6000000, 20.28, -7.88
00h-51m-16s, 14303, 6010000, 20.04, -8.00
00h-51m-29s, 14313, 6020000, 20.47, -6.53
00h-51m-40s, 14323, 6030000, 20.22, -6.87
00h-51m-52s, 14336, 6040000, 20.21, -7.63
00h-52m-05s, 14346, 6050000, 20.48, -7.39
00h-52m-17s, 14352, 6060000, 20.30, -7.71
00h-52m-28s, 14366, 6070000, 20.92, -6.85
00h-52m-41s, 14373, 6080000, 21.01, -6.82
00h-52m-53s, 14382, 6090000, 21.08, -6.98
00h-53m-06s, 14392, 6100000, 21.17, -7.16
00h-53m-17s, 14404, 6110000, 21.41, -7.60
00h-53m-29s, 14411, 6120000, 21.52, -8.06
00h-53m-41s, 14426, 6130000, 21.74, -7.76
00h-53m-54s, 14434, 6140000, 21.62, -7.20
00h-54m-06s, 14448, 6150000, 21.05, -8.72
00h-54m-18s, 14458, 6160000, 21.33, -8.53
00h-54m-29s, 14468, 6170000, 21.29, -7.34
00h-54m-42s, 14476, 6180000, 21.23, -7.31
00h-54m-53s, 14490, 6190000, 21.53, -7.73
00h-55m-06s, 14497, 6200000, 21.70, -7.70
00h-55m-18s, 14507, 6210000, 21.76, -7.22
00h-55m-30s, 14519, 6220000, 22.28, -7.26
00h-55m-42s, 14530, 6230000, 22.51, -7.08
00h-55m-54s, 14540, 6240000, 22.21, -7.38
00h-56m-06s, 14545, 6250000, 22.27, -7.82
00h-56m-18s, 14556, 6260000, 23.06, -7.03
00h-56m-29s, 14568, 6270000, 23.39, -7.29
00h-56m-42s, 14576, 6280000, 23.81, -7.35
00h-56m-53s, 14585, 6290000, 23.63, -7.60
00h-57m-06s, 14596, 6300000, 23.85, -7.94
00h-57m-18s, 14603, 6310000, 24.35, -7.82
00h-57m-29s, 14611, 6320000, 24.27, -7.62
00h-57m-42s, 14623, 6330000, 24.23, -6.63
00h-57m-54s, 14635, 6340000, 24.36, -7.36
00h-58m-06s, 14640, 6350000, 24.37, -6.98
00h-58m-18s, 14652, 6360000, 23.93, -7.69
00h-58m-30s, 14661, 6370000, 23.78, -7.57
00h-58m-43s, 14670, 6380000, 23.99, -7.50
00h-58m-55s, 14679, 6390000, 24.13, -7.32
00h-59m-07s, 14686, 6400000, 24.41, -7.65
00h-59m-21s, 14700, 6410000, 24.51, -8.42
00h-59m-31s, 14708, 6420000, 24.61, -7.94
00h-59m-43s, 14716, 6430000, 24.53, -8.49
00h-59m-55s, 14725, 6440000, 24.92, -8.23
01h-00m-07s, 14735, 6450000, 25.00, -8.92
01h-00m-21s, 14743, 6460000, 24.83, -9.33
01h-00m-33s, 14756, 6470000, 24.81, -8.24
01h-00m-44s, 14767, 6480000, 24.96, -7.89
01h-00m-56s, 14774, 6490000, 24.78, -8.37
01h-01m-08s, 14783, 6500000, 24.72, -8.02
01h-01m-21s, 14793, 6510000, 24.38, -8.31
01h-01m-32s, 14805, 6520000, 25.35, -6.67
01h-01m-45s, 14814, 6530000, 25.22, -7.36
01h-01m-57s, 14823, 6540000, 24.92, -7.56
01h-02m-08s, 14831, 6550000, 24.89, -8.04
01h-02m-21s, 14838, 6560000, 25.36, -7.43
01h-02m-33s, 14848, 6570000, 25.48, -7.33
01h-02m-45s, 14856, 6580000, 25.69, -7.38
01h-02m-46s, 14856, 6580000, 25.69, -7.38
01h-02m-57s, 14867, 6590000, 25.81, -7.32
01h-03m-10s, 14875, 6600000, 25.57, -8.28
01h-03m-21s, 14883, 6610000, 26.17, -7.64
01h-03m-34s, 14895, 6620000, 26.25, -6.89
01h-03m-46s, 14903, 6630000, 26.09, -7.22
01h-03m-58s, 14917, 6640000, 25.35, -8.03
01h-04m-10s, 14924, 6650000, 25.00, -8.45
01h-04m-22s, 14933, 6660000, 25.10, -7.54
01h-04m-34s, 14942, 6670000, 25.37, -6.99
01h-04m-46s, 14950, 6680000, 25.74, -7.32
01h-04m-59s, 14962, 6690000, 25.80, -8.10
01h-05m-10s, 14970, 6700000, 25.45, -7.48
01h-05m-22s, 14978, 6710000, 25.77, -7.68
01h-05m-35s, 14987, 6720000, 25.77, -8.25
01h-05m-46s, 14998, 6730000, 25.94, -7.74
01h-05m-57s, 15007, 6740000, 25.60, -8.10
01h-06m-12s, 15016, 6750000, 25.60, -7.98
01h-06m-22s, 15024, 6760000, 25.60, -7.45
01h-06m-34s, 15034, 6770000, 25.87, -7.84
01h-06m-47s, 15042, 6780000, 25.67, -7.95
01h-06m-59s, 15054, 6790000, 25.74, -7.67
01h-06m-58s, 15054, 6790000, 25.74, -7.67
01h-07m-10s, 15063, 6800000, 25.85, -8.09
01h-07m-23s, 15069, 6810000, 25.85, -7.32
01h-07m-34s, 15085, 6820000, 25.55, -8.13
01h-07m-47s, 15090, 6830000, 25.31, -8.46
01h-07m-58s, 15096, 6840000, 25.22, -8.44
01h-08m-11s, 15111, 6850000, 25.26, -7.74
01h-08m-23s, 15119, 6860000, 25.31, -7.45
01h-08m-35s, 15124, 6870000, 25.73, -7.59
01h-08m-47s, 15139, 6880000, 26.01, -7.40
01h-09m-00s, 15148, 6890000, 25.96, -8.25
01h-09m-12s, 15156, 6900000, 25.79, -8.92
01h-09m-24s, 15165, 6910000, 25.71, -8.36
01h-09m-35s, 15176, 6920000, 25.01, -8.23
01h-09m-48s, 15183, 6930000, 25.22, -7.68
01h-09m-59s, 15192, 6940000, 25.15, -7.29
01h-10m-12s, 15202, 6950000, 25.50, -7.18
01h-10m-24s, 15214, 6960000, 25.66, -7.01
01h-10m-35s, 15222, 6970000, 25.95, -6.49
01h-10m-49s, 15232, 6980000, 25.64, -7.76
01h-11m-00s, 15237, 6990000, 25.90, -8.77
01h-11m-12s, 15245, 7000000, 26.40, -7.91
01h-11m-24s, 15255, 7010000, 26.58, -8.29
01h-11m-36s, 15266, 7020000, 27.54, -8.27
01h-11m-49s, 15272, 7030000, 27.37, -7.91
01h-12m-00s, 15282, 7040000, 27.26, -8.58
01h-12m-12s, 15296, 7050000, 27.16, -7.91
01h-12m-24s, 15301, 7060000, 27.13, -8.11
01h-12m-37s, 15305, 7070000, 27.20, -8.48
01h-12m-49s, 15320, 7080000, 27.84, -8.08
01h-13m-00s, 15329, 7090000, 27.93, -8.42
01h-13m-13s, 15333, 7100000, 28.03, -8.46
01h-13m-12s, 15333, 7100000, 28.03, -8.46
01h-13m-25s, 15342, 7110000, 27.98, -8.49
01h-13m-37s, 15355, 7120000, 28.58, -7.78
01h-13m-49s, 15361, 7130000, 28.92, -7.72
01h-14m-02s, 15368, 7140000, 28.72, -8.37
01h-14m-13s, 15383, 7150000, 27.95, -9.62
01h-14m-25s, 15392, 7160000, 27.65, -9.21
01h-14m-36s, 15400, 7170000, 27.19, -9.12
01h-14m-48s, 15412, 7180000, 27.01, -9.01
01h-15m-00s, 15420, 7190000, 26.79, -9.17
01h-15m-14s, 15425, 7200000, 26.77, -9.00
01h-15m-25s, 15436, 7210000, 26.67, -9.75
01h-15m-37s, 15446, 7220000, 28.21, -9.31
01h-15m-49s, 15454, 7230000, 28.28, -9.30
01h-16m-01s, 15461, 7240000, 28.09, -9.23
01h-16m-12s, 15470, 7250000, 28.32, -9.19
01h-16m-25s, 15479, 7260000, 28.86, -8.10
01h-16m-36s, 15491, 7270000, 28.87, -8.94
01h-16m-49s, 15496, 7280000, 28.53, -8.94
01h-17m-01s, 15504, 7290000, 28.32, -9.34
01h-17m-12s, 15516, 7300000, 28.47, -9.98
01h-17m-25s, 15521, 7310000, 29.00, -9.33
01h-17m-37s, 15528, 7320000, 28.94, -8.44
01h-17m-48s, 15539, 7330000, 29.02, -9.29
01h-18m-01s, 15552, 7340000, 29.43, -8.59
01h-18m-14s, 15558, 7350000, 29.04, -8.34
01h-18m-24s, 15566, 7360000, 28.23, -8.84
01h-18m-36s, 15577, 7370000, 28.59, -8.94
01h-18m-49s, 15588, 7380000, 28.88, -7.36
01h-19m-01s, 15597, 7390000, 28.44, -8.27
01h-19m-13s, 15602, 7400000, 28.41, -8.35
01h-19m-25s, 15610, 7410000, 28.46, -7.86
01h-19m-38s, 15619, 7420000, 29.28, -7.05
01h-19m-37s, 15619, 7420000, 29.28, -7.05
01h-19m-49s, 15629, 7430000, 29.37, -8.16
01h-20m-12s, 15644, 7450000, 29.61, -8.38
01h-20m-24s, 15653, 7460000, 29.82, -7.84
01h-20m-37s, 15660, 7470000, 30.35, -7.33
01h-20m-48s, 15668, 7480000, 30.59, -7.51
01h-21m-02s, 15675, 7490000, 30.71, -7.24
01h-21m-13s, 15688, 7500000, 30.92, -7.39
01h-21m-12s, 15688, 7500000, 30.92, -7.39
01h-21m-24s, 15695, 7510000, 30.88, -7.62
01h-21m-36s, 15701, 7520000, 30.82, -7.45
01h-21m-48s, 15711, 7530000, 30.71, -8.16
01h-22m-01s, 15721, 7540000, 30.82, -7.75
01h-22m-13s, 15726, 7550000, 30.45, -8.09
01h-22m-25s, 15737, 7560000, 31.06, -8.76
01h-22m-37s, 15744, 7570000, 31.01, -8.01
01h-22m-48s, 15753, 7580000, 31.37, -7.20
01h-23m-01s, 15758, 7590000, 31.46, -8.14
01h-23m-13s, 15767, 7600000, 31.34, -9.03
01h-23m-25s, 15774, 7610000, 32.05, -8.35
01h-23m-36s, 15786, 7620000, 32.25, -8.22
01h-23m-49s, 15794, 7630000, 32.36, -9.43
01h-24m-02s, 15799, 7640000, 32.56, -8.63
01h-24m-14s, 15805, 7650000, 32.61, -8.74
01h-24m-25s, 15816, 7660000, 32.56, -8.61
01h-24m-38s, 15827, 7670000, 32.79, -8.79
01h-24m-50s, 15833, 7680000, 32.67, -8.97
01h-25m-02s, 15837, 7690000, 32.54, -8.70
01h-25m-03s, 15837, 7690000, 32.54, -8.70
01h-25m-14s, 15848, 7700000, 32.51, -8.95
01h-25m-26s, 15854, 7710000, 33.12, -8.26
01h-25m-38s, 15864, 7720000, 33.77, -8.99
01h-25m-50s, 15873, 7730000, 33.59, -8.68
01h-26m-03s, 15882, 7740000, 33.78, -7.84
01h-26m-15s, 15889, 7750000, 33.69, -7.46
01h-26m-27s, 15897, 7760000, 33.83, -7.62
01h-26m-39s, 15907, 7770000, 34.10, -7.82
01h-26m-52s, 15914, 7780000, 33.84, -7.76
01h-27m-04s, 15924, 7790000, 33.57, -7.24
01h-27m-15s, 15930, 7800000, 33.26, -7.53
01h-27m-27s, 15936, 7810000, 33.19, -7.63
01h-27m-38s, 15943, 7820000, 33.42, -7.70
01h-27m-51s, 15955, 7830000, 33.66, -8.56
01h-28m-02s, 15965, 7840000, 34.52, -7.39
01h-28m-14s, 15968, 7850000, 34.24, -8.00
01h-28m-26s, 15973, 7860000, 33.99, -8.14
01h-28m-39s, 15986, 7870000, 34.22, -7.76
01h-28m-51s, 15994, 7880000, 34.38, -8.21
01h-29m-04s, 15998, 7890000, 34.32, -8.21
01h-29m-16s, 16008, 7900000, 34.61, -7.92
01h-29m-28s, 16016, 7910000, 34.43, -8.42
01h-29m-40s, 16026, 7920000, 35.09, -7.97
01h-29m-53s, 16037, 7930000, 33.81, -8.49
01h-30m-04s, 16040, 7940000, 33.67, -8.22
01h-30m-17s, 16047, 7950000, 33.70, -8.68
01h-30m-28s, 16059, 7960000, 34.02, -8.49
01h-30m-41s, 16067, 7970000, 34.36, -9.00
01h-30m-53s, 16074, 7980000, 34.24, -8.66
01h-31m-06s, 16083, 7990000, 34.03, -8.03
01h-31m-17s, 16090, 8000000, 33.64, -8.52
01h-31m-29s, 16100, 8010000, 34.22, -8.13
01h-31m-42s, 16108, 8020000, 34.69, -7.71
01h-31m-55s, 16117, 8030000, 34.38, -7.31
01h-32m-05s, 16124, 8040000, 34.31, -7.87
01h-32m-18s, 16133, 8050000, 33.68, -8.18
01h-32m-30s, 16143, 8060000, 33.84, -8.07
01h-32m-43s, 16151, 8070000, 33.68, -8.46
01h-32m-54s, 16157, 8080000, 33.27, -8.94
01h-33m-07s, 16169, 8090000, 33.09, -8.01
01h-33m-18s, 16173, 8100000, 33.20, -8.41
01h-33m-30s, 16179, 8110000, 33.75, -9.02
01h-33m-43s, 16189, 8120000, 33.31, -9.47
01h-33m-54s, 16198, 8130000, 33.93, -9.39
01h-34m-06s, 16202, 8140000, 33.93, -9.64
01h-34m-18s, 16208, 8150000, 34.36, -8.78
01h-34m-31s, 16219, 8160000, 34.72, -9.27
01h-34m-43s, 16230, 8170000, 35.37, -8.11
01h-34m-54s, 16237, 8180000, 35.56, -8.48
01h-35m-07s, 16242, 8190000, 35.15, -9.14
01h-35m-19s, 16250, 8200000, 35.17, -8.93
01h-35m-30s, 16257, 8210000, 35.09, -9.13
01h-35m-43s, 16265, 8220000, 35.68, -8.49
01h-35m-55s, 16275, 8230000, 35.60, -8.98
01h-36m-08s, 16283, 8240000, 37.53, -5.25
01h-36m-20s, 16289, 8250000, 37.35, -5.71
01h-36m-32s, 16296, 8260000, 36.93, -6.92
01h-36m-43s, 16308, 8270000, 36.37, -6.48
01h-36m-55s, 16315, 8280000, 36.80, -5.79
01h-37m-09s, 16319, 8290000, 36.43, -6.33
01h-37m-21s, 16329, 8300000, 35.95, -6.22
01h-37m-32s, 16342, 8310000, 36.16, -5.76
01h-37m-44s, 16346, 8320000, 35.90, -5.50
01h-37m-56s, 16350, 8330000, 36.04, -5.84
01h-38m-08s, 16357, 8340000, 35.66, -6.14
01h-38m-20s, 16370, 8350000, 35.76, -6.84
01h-38m-33s, 16377, 8360000, 36.77, -6.79
01h-38m-45s, 16382, 8370000, 36.97, -7.25
01h-38m-58s, 16389, 8380000, 36.37, -7.96
01h-39m-09s, 16398, 8390000, 36.18, -8.10
01h-39m-21s, 16406, 8400000, 36.89, -8.78
01h-39m-34s, 16413, 8410000, 37.38, -7.35
01h-39m-45s, 16419, 8420000, 37.46, -7.73
01h-39m-58s, 16431, 8430000, 36.63, -8.16
01h-40m-10s, 16436, 8440000, 36.99, -8.61
01h-40m-23s, 16443, 8450000, 37.41, -7.35
01h-40m-35s, 16450, 8460000, 37.76, -7.59
01h-40m-46s, 16462, 8470000, 37.51, -8.53
01h-40m-58s, 16465, 8480000, 37.33, -8.84
01h-41m-10s, 16472, 8490000, 37.39, -8.10
01h-41m-23s, 16480, 8500000, 36.95, -8.20
01h-41m-34s, 16489, 8510000, 37.22, -8.80
01h-41m-46s, 16495, 8520000, 38.12, -8.42
01h-41m-58s, 16503, 8530000, 37.98, -9.40
01h-42m-10s, 16511, 8540000, 37.89, -9.70
01h-42m-22s, 16516, 8550000, 38.09, -9.65
01h-42m-35s, 16526, 8560000, 37.72, -9.34
01h-42m-46s, 16535, 8570000, 37.26, -9.68
01h-42m-59s, 16542, 8580000, 37.40, -9.23
01h-43m-10s, 16548, 8590000, 37.88, -9.30
01h-43m-23s, 16556, 8600000, 38.15, -8.91
01h-43m-35s, 16563, 8610000, 38.42, -9.00
01h-43m-47s, 16574, 8620000, 37.92, -10.54
01h-43m-58s, 16580, 8630000, 38.08, -10.82
01h-44m-10s, 16586, 8640000, 38.04, -11.18
01h-44m-23s, 16595, 8650000, 37.68, -10.61
01h-44m-35s, 16602, 8660000, 37.23, -10.43
01h-44m-46s, 16611, 8670000, 37.40, -10.29
01h-45m-00s, 16618, 8680000, 37.21, -10.94
01h-45m-11s, 16627, 8690000, 37.89, -9.95
01h-45m-23s, 16631, 8700000, 37.98, -9.73
01h-45m-35s, 16640, 8710000, 37.90, -9.05
01h-45m-48s, 16651, 8720000, 37.76, -9.65
01h-45m-59s, 16657, 8730000, 37.46, -10.00
01h-46m-12s, 16665, 8740000, 37.62, -9.49
01h-46m-23s, 16672, 8750000, 37.86, -9.88
01h-46m-36s, 16683, 8760000, 37.71, -9.96
01h-46m-48s, 16690, 8770000, 37.40, -9.34
01h-47m-00s, 16695, 8780000, 37.34, -8.68
01h-47m-11s, 16702, 8790000, 37.12, -8.83
01h-47m-23s, 16714, 8800000, 37.42, -8.39
01h-47m-35s, 16721, 8810000, 37.39, -9.09
01h-47m-48s, 16725, 8820000, 37.60, -8.80
01h-48m-00s, 16732, 8830000, 37.94, -8.54
01h-48m-13s, 16742, 8840000, 38.24, -9.15
01h-48m-25s, 16749, 8850000, 38.43, -8.40
01h-48m-37s, 16757, 8860000, 38.60, -8.65
01h-48m-37s, 16757, 8860000, 38.60, -8.65
01h-48m-49s, 16763, 8870000, 38.49, -8.59
01h-49m-01s, 16770, 8880000, 38.86, -9.39
01h-49m-14s, 16773, 8890000, 38.96, -9.45
01h-49m-26s, 16782, 8900000, 39.47, -10.10
01h-49m-37s, 16789, 8910000, 40.43, -9.74
01h-49m-50s, 16799, 8920000, 40.88, -9.35
01h-50m-02s, 16803, 8930000, 40.68, -9.74
01h-50m-14s, 16808, 8940000, 40.85, -9.61
01h-50m-25s, 16821, 8950000, 42.04, -6.68
01h-50m-37s, 16824, 8960000, 42.27, -5.96
01h-50m-49s, 16832, 8970000, 44.40, -4.51
01h-51m-01s, 16838, 8980000, 44.61, -6.10
01h-51m-14s, 16846, 8990000, 44.45, -6.27
01h-51m-26s, 16852, 9000000, 44.50, -6.21
01h-51m-38s, 16860, 9010000, 44.75, -6.12
01h-51m-50s, 16868, 9020000, 44.82, -5.30
01h-52m-02s, 16874, 9030000, 44.67, -5.68
01h-52m-14s, 16879, 9040000, 44.34, -6.21
01h-52m-27s, 16885, 9050000, 44.38, -7.27
01h-52m-39s, 16898, 9060000, 43.75, -7.79
01h-52m-50s, 16905, 9070000, 44.04, -7.05
01h-53m-02s, 16912, 9080000, 43.87, -6.90
01h-53m-16s, 16919, 9090000, 43.06, -6.66
01h-53m-26s, 16928, 9100000, 42.15, -7.93
01h-53m-38s, 16935, 9110000, 42.22, -7.79
01h-53m-50s, 16941, 9120000, 42.12, -8.53
01h-54m-03s, 16950, 9130000, 41.91, -8.60
01h-54m-14s, 16957, 9140000, 42.70, -7.93
01h-54m-27s, 16964, 9150000, 42.44, -8.03
01h-54m-38s, 16971, 9160000, 42.53, -7.38
01h-54m-51s, 16976, 9170000, 42.21, -7.83
01h-55m-04s, 16988, 9180000, 42.25, -7.41
01h-55m-15s, 16993, 9190000, 42.27, -7.53
01h-55m-26s, 16997, 9200000, 42.12, -7.54
01h-55m-40s, 17006, 9210000, 41.75, -8.77
01h-55m-51s, 17017, 9220000, 41.72, -9.56
01h-56m-02s, 17020, 9230000, 41.62, -9.65
01h-56m-15s, 17027, 9240000, 42.63, -8.96
01h-56m-27s, 17034, 9250000, 42.07, -9.34
01h-56m-39s, 17041, 9260000, 42.33, -9.14
01h-56m-52s, 17049, 9270000, 41.92, -9.10
01h-57m-03s, 17056, 9280000, 42.26, -8.96
01h-57m-14s, 17063, 9290000, 42.57, -7.50
01h-57m-27s, 17069, 9300000, 42.61, -7.47
01h-57m-39s, 17077, 9310000, 42.82, -7.30
01h-57m-50s, 17083, 9320000, 43.57, -7.39
01h-58m-03s, 17094, 9330000, 42.94, -8.52
01h-58m-15s, 17100, 9340000, 43.24, -8.92
01h-58m-27s, 17107, 9350000, 42.76, -9.05
01h-58m-38s, 17112, 9360000, 42.45, -9.40
01h-58m-51s, 17119, 9370000, 43.08, -9.75
01h-59m-03s, 17129, 9380000, 42.42, -8.94
01h-59m-15s, 17136, 9390000, 42.24, -9.48
01h-59m-27s, 17142, 9400000, 42.46, -9.09
01h-59m-39s, 17149, 9410000, 42.14, -8.79
01h-59m-51s, 17153, 9420000, 42.61, -8.77
02h-00m-02s, 17162, 9430000, 42.53, -9.52
02h-00m-15s, 17168, 9440000, 42.78, -9.04
02h-00m-27s, 17174, 9450000, 42.80, -10.26
02h-00m-40s, 17184, 9460000, 43.44, -9.58
02h-00m-51s, 17192, 9470000, 43.24, -10.16
02h-01m-03s, 17201, 9480000, 43.62, -9.33
02h-01m-16s, 17204, 9490000, 43.79, -9.22
02h-01m-29s, 17209, 9500000, 43.61, -10.13
02h-01m-39s, 17217, 9510000, 43.77, -10.27
02h-01m-52s, 17224, 9520000, 44.44, -8.90
02h-02m-04s, 17231, 9530000, 44.70, -8.65
02h-02m-14s, 17236, 9540000, 44.99, -8.77
02h-02m-27s, 17245, 9550000, 45.27, -9.52
02h-02m-39s, 17250, 9560000, 45.26, -9.63
02h-02m-50s, 17258, 9570000, 45.01, -9.33
02h-03m-03s, 17268, 9580000, 44.85, -9.88
02h-03m-14s, 17274, 9590000, 44.74, -11.10
02h-03m-26s, 17279, 9600000, 44.08, -11.28
02h-03m-39s, 17289, 9610000, 43.95, -11.02
02h-03m-50s, 17296, 9620000, 43.93, -10.44
02h-04m-03s, 17302, 9630000, 43.99, -9.91
02h-04m-14s, 17307, 9640000, 43.70, -9.07
02h-04m-27s, 17313, 9650000, 44.05, -8.32
02h-04m-37s, 17323, 9660000, 44.33, -9.24
02h-04m-50s, 17328, 9670000, 44.81, -9.15
02h-05m-02s, 17336, 9680000, 44.43, -9.71
02h-05m-14s, 17343, 9690000, 44.26, -9.73
02h-05m-27s, 17351, 9700000, 44.10, -9.64
02h-05m-38s, 17355, 9710000, 43.94, -9.42
02h-05m-51s, 17363, 9720000, 44.42, -9.35
02h-06m-02s, 17371, 9730000, 44.43, -9.24
02h-06m-15s, 17376, 9740000, 44.28, -8.98
02h-06m-38s, 17389, 9760000, 44.44, -9.85
02h-06m-50s, 17396, 9770000, 44.67, -9.55
02h-07m-02s, 17403, 9780000, 45.14, -8.98
02h-07m-14s, 17411, 9790000, 46.49, -8.35
